Observation Year,Standard Week,Pest Value,MaxT,MinT,RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm),PEST NAME,Location
2001,11,0,36.1,23.3,92,44.4,0,6.2,8.6,5.9,Gallmidge,Cuttack
2000,36,4,34.1,24,91.3,67.7,87,3,9.1,3.3,Yellowstemborer,Ludhiana
2000,25,0,30.2,23.8,84,64.1,37.4,4,1.3,2.9,LeafBlast,Rajendranagar
2002,42,40,30.1,23.1,92.4,76.3,54,2.4,5.6,2.1,Gallmidge,Maruteru
2007,28,150,30.8,26.1,91.6,72.4,51.4,5.9,3,4.2,Yellowstemborer,Maruteru
2009,4,0,20.8,10.7,94.9,65,0,5.2,4.8,1.7,Greenleafhopper,Ludhiana
2001,16,0,29.7,16.3,84.9,38.9,31.2,5.1,6.8,5.4,Whitebackedplanthopper,Ludhiana
1991,42,0,31.3,20.1,74.9,30.4,0,3.5,9.4,3.9,LeafBlast,Rajendranagar
2006,18,6745,35,23.7,83.7,53,13.8,2.9,9.3,4.7,Yellowstemborer,Maruteru
2007,50,3985,18,8.5,96.9,62.1,17.2,3,4.2,1.2,Greenleafhopper,Ludhiana
2000,22,2794,37.5,25,80.7,59.7,0,4.9,5.9,5.9,Yellowstemborer,Maruteru
2002,23,11902,35.1,24.7,87.3,67,32.4,2,5.1,4.8,ZigZagleafhopper,Maruteru
2008,24,1,33.2,24.3,73.3,48.9,20.5,17.1,3.8,6.7,Caseworm,Rajendranagar
2000,42,17,31.6,21.1,86.3,49.1,12.8,1.9,6,3.4,Gallmidge,Rajendranagar
1996,19,887,43.3,26.2,35,9.9,0,7.7,10,14,Yellowstemborer,Raipur
1984,51,0,18.6,7,42.3,35.9,0,3.9,8.3,2.2,LeafBlast,Palampur
2000,51,0,29.5,8.2,75.6,23.1,0,2.3,9.3,3.9,Gallmidge,Rajendranagar
1984,16,0,27,16.2,46.6,33.9,10.6,5.4,5.4,6.2,LeafBlast,Palampur
1996,47,0,19.9,8.7,48,45.7,0,3.8,4.7,1.8,LeafBlast,Palampur
1996,38,0,31.4,23.9,94.1,84.9,108.3,3.7,4.4,3.1,Miridbug,Maruteru
2008,35,8,31.7,24.9,78.7,66.7,31.1,4.2,8.4,3.6,Yellowstemborer,Maruteru
1997,2,2,25.8,18.6,90.3,69,10.4,2.6,4.4,19.9,Gallmidge,Maruteru
2010,44,115,25.9,23,88.4,77.7,123,5.6,3.4,2.4,Yellowstemborer,Maruteru
2009,12,11,31.2,23.1,86.7,51.7,0,5.4,6.8,3.2,LeafFolder,Maruteru
1975,40,0,29.4,21.7,89.9,72.6,78.3,3.2,5,3.5,Yellowstemborer,Rajendranagar
2004,35,41,31.9,25.6,81.7,68.6,0.4,5.9,8.7,4.4,Yellowstemborer,Maruteru
1997,30,0,31.5,23.4,83.6,62.1,36.6,8.3,4,6.1,Yellowstemborer,Rajendranagar
2008,34,4250,30.2,23.1,88.7,63.9,157.3,3.4,5.1,5.9,Greenleafhopper,Rajendranagar
2006,1,1333,26.6,17.8,90.7,75.3,0,2.9,8.3,2.7,Brownplanthopper,Maruteru
2001,13,0,23.8,11.1,40,39.3,36.5,5.9,8.1,4.5,NeckBlast,Palampur
2004,45,137,28.4,20.9,86.1,72.1,0,3.3,5.6,2.2,Caseworm,Maruteru
1994,35,15,26.6,20.2,80.4,72.9,73.4,4.6,5.4,2.1,LeafBlast,Palampur
1999,2,13,27.8,11.1,88,36.6,0,1.9,9.1,3,Greenleafhopper,Rajendranagar
2003,28,6,31.6,25,92.4,74.1,46.1,6,2.6,2.6,Yellowstemborer,Raipur
1999,44,0,31,18.1,76.4,38.7,0,2.2,9.1,4.3,Greenleafhopper,Rajendranagar
2010,38,13,29.4,23.6,86.7,58,102.4,1.9,3.4,3.4,Caseworm,Maruteru
2000,20,3960,38.2,25.7,86.3,59.4,0,7.1,6.8,6.9,Greenleafhopper,Maruteru
1997,5,9,30.9,14,78.9,31.4,0,1.9,10.1,4.2,Yellowstemborer,Rajendranagar
2001,1,20,27.2,18.6,90.1,68.6,0,3.7,6.8,2.7,Miridbug,Maruteru
1979,7,105,29.8,18.4,86.9,42.8,3.8,6.6,8.1,4.5,Yellowstemborer,Rajendranagar
2008,51,0,21.2,11,16.6,16.6,0,9.8,5.1,1.3,Brownplanthopper,Ludhiana
2000,16,15,40.8,23.7,50,20.1,0,6,7.8,9.3,Caseworm,Raipur
2000,39,7357,31,22.4,87.9,74.3,0,2.8,4.6,4.6,Brownplanthopper,Maruteru
2002,3,0,30.9,13.1,88.1,36.6,0,3,9.6,4,Gallmidge,Raipur
2009,44,3,30.7,16.7,92.1,33.9,0,1.9,7.6,3.1,Yellowstemborer,Raipur
2007,43,0,27.8,22.4,87.4,77.7,15.8,1.6,5.9,2.9,Gallmidge,Maruteru
2000,49,0,28.5,7.9,83.6,17,0,2.2,9.8,3.8,LeafFolder,Raipur
2011,38,6,30.5,22.4,82.6,69.4,11,0,0,0,LeafFolder,Rajendranagar
2003,10,67,31,21.9,93.1,65.3,0,2.3,8.9,3.3,Gallmidge,Maruteru
2001,34,0.38,28.1,19.1,87.6,81.9,70,2.8,4.3,3.6,NeckBlast,Palampur
2007,12,9950,28.1,14.5,89.4,42.1,4,5.6,8.4,3.8,Miridbug,Ludhiana
2009,15,2116,33.3,22.9,90.9,36,0,5.9,7.8,4.7,Greenleafhopper,Maruteru
2001,13,5455,37.9,21,57.6,24.3,0,3,9,7.7,Miridbug,Rajendranagar
2008,12,25,28.6,21.9,91.3,71.6,114.6,5.4,3.4,3.7,LeafFolder,Maruteru
2005,3,81,29.2,18.7,93.4,48.7,0,2.4,7.7,2.4,Brownplanthopper,Maruteru
2011,26,32,34.6,25.9,76.6,43.4,13.4,0,3.7,0,Gallmidge,Maruteru
1996,14,0,33.4,22.1,84.6,81.9,0,3.4,9.5,5.9,Miridbug,Maruteru
1996,7,0,17.5,6.5,59.3,47.1,21,5.8,7.6,1.7,LeafBlast,Palampur
2010,27,0,29.5,21.9,87.6,81.3,96.8,12.8,5,1.6,Caseworm,Rajendranagar
2000,31,0.02,33.6,24.1,77.1,50.7,2.7,2.6,8.3,5,LeafBlast,Rajendranagar
2007,33,0,34.3,27.2,86,68.1,6.2,4.5,7,5.1,Brownplanthopper,Ludhiana
2007,20,35,40.3,27.2,42.9,19.7,0,9.2,10.5,9.9,LeafFolder,Rajendranagar
2007,21,0,39.1,23.5,48.6,21,3,7.4,7.4,10.9,Brownplanthopper,Ludhiana
2006,12,4,32.4,22.1,87.6,59.9,0,5.4,8.3,3.7,Caseworm,Maruteru
2007,11,6,32.6,17.8,80.1,29.7,3,4.2,8,5.6,Gallmidge,Raipur
2007,29,0,31.2,25.8,91.1,73.9,79.8,1.7,5.3,3.9,Caseworm,Maruteru
2001,1,0,14.8,7.3,98.3,79,23.8,4.3,2.3,0.8,LeafFolder,Ludhiana
2008,17,0,39.5,19.5,48,16.9,0,4.1,11.5,9.8,Yellowstemborer,Ludhiana
2009,18,133,34.6,24.5,88.4,30.3,0,4.2,8.9,4.7,ZigZagleafhopper,Maruteru
1993,52,0,26.9,10.6,83.4,36.5,0,3.1,8.9,2.9,Yellowstemborer,Rajendranagar
2007,7,28,26.6,21.9,90.7,61.1,13,5.1,7.3,3,Caseworm,Maruteru
2003,25,5,35.1,26.6,87.7,78.9,1.2,10.4,4.5,5.9,Whitebackedplanthopper,Maruteru
2008,3,99,26.6,19.4,95.3,70,0,1.9,7.9,2.6,Yellowstemborer,Maruteru
1998,23,0,40.1,27.1,69.1,39.9,0,6.1,10.5,11.9,Yellowstemborer,Rajendranagar
2011,4,22,28.7,18.4,85,50.3,0,0,8.8,0,LeafFolder,Maruteru
1996,49,0,18.5,6,45.7,35.1,0,4.4,9.1,2,LeafBlast,Palampur
2011,11,55,31.4,22.1,86.9,35.9,0,0,8.1,0,ZigZagleafhopper,Maruteru
2010,39,0,31.2,21.9,87.6,67.6,87.2,4.2,6.4,6.3,Caseworm,Rajendranagar
1996,19,0,29.4,23.6,88.1,55,15.6,3,6.1,33.3,LeafFolder,Maruteru
1994,47,0,29.5,20,88,64,4.9,1.7,6.6,20.8,Yellowstemborer,Maruteru
1998,26,0,32.1,25.7,91.7,71.4,112.6,6.4,2.2,3.7,Gallmidge,Raipur
2010,12,1176,31,22.9,92.1,61.3,0,5.4,7,3.7,ZigZagleafhopper,Maruteru
1997,41,1120,31.8,21.3,87.4,61.9,0,0.5,9.4,3.6,Greenleafhopper,Raipur
2007,11,0,34.4,19.3,69.9,24.7,0,5.4,8.7,6.7,Gallmidge,Rajendranagar
2010,13,3145,38.3,22.1,71.9,49.4,3.6,4.3,9.3,6.9,Brownplanthopper,Rajendranagar
2007,16,10200,37,21.3,63.1,31.7,26.2,5.1,9.3,6.2,Miridbug,Ludhiana
2006,27,41,29.7,26.5,80.3,71,13,1.7,5.5,5.1,Gallmidge,Maruteru
1999,12,565,36.9,23.2,72.1,32.1,0,2.1,7.7,5.3,Brownplanthopper,Rajendranagar
2000,26,0,29.9,23,80.4,62.6,66.9,4.7,1.5,4.2,Yellowstemborer,Rajendranagar
1992,4,18,30.4,13.1,64,21.7,0,2.4,9.6,3,Yellowstemborer,Rajendranagar
2009,27,0,36.4,26.5,79.3,52.3,0,5.3,10.3,7.1,Greenleafhopper,Ludhiana
2008,38,13,29.5,22.7,95.4,89.1,1.8,7.6,3.9,5.5,Caseworm,Rajendranagar
2003,41,0,24.9,12.2,61.1,50.9,0,5.3,9.8,3.8,NeckBlast,Palampur
2008,18,197,39.6,24.4,49.6,23.7,0,5.9,10.6,6.9,LeafFolder,Rajendranagar
2011,48,0,25.3,9.8,97.4,45.9,0,0,4.5,0,Whitebackedplanthopper,Ludhiana
2007,50,322,27.3,21.1,83.3,66.4,0,2.3,3.2,2.6,ZigZagleafhopper,Maruteru
1989,29,0,29.3,21.7,87.4,56.1,137,13.1,6.1,4.8,Yellowstemborer,Rajendranagar
1996,41,0,32.5,25.2,88.1,67,4.6,1.9,7.3,4,Yellowstemborer,Cuttack
1988,51,0,27.6,12.3,90.4,44.7,2.2,4.1,9.8,38.4,Yellowstemborer,Rajendranagar
1995,50,0,28.5,11.6,85.6,32.6,0,2.2,8.7,3.2,Gallmidge,Rajendranagar
2009,27,0,32.8,23.5,81,61,27.2,11.7,4.1,6.8,Gallmidge,Rajendranagar
1992,17,0,37.7,22.9,54.1,22.4,0,4.4,10.1,5.9,LeafBlast,Rajendranagar
2006,8,45,30.6,19.6,94.3,63.7,0,6.4,9.1,3.2,ZigZagleafhopper,Maruteru
2008,45,2930,30.6,14,81.3,58.9,0,2.4,9.1,6.7,Miridbug,Rajendranagar
2011,50,0,20.9,6,98.7,48.9,0,0,8,0,Yellowstemborer,Ludhiana
2003,50,0,19.5,8.4,66.4,55.6,20.6,6.7,6,2,NeckBlast,Palampur
2001,11,4,34.7,18.9,74,31.4,0,3.1,7.1,5.7,Caseworm,Rajendranagar
2007,14,5700,32.7,15.7,82.6,25.6,0,5.3,11.2,5.8,Brownplanthopper,Ludhiana
2001,24,5495,30.2,23.4,82.9,69.7,0,8.9,1.9,3.1,Brownplanthopper,Maruteru
2000,19,70,34.4,23.5,84.3,62.3,0,5,8.7,3.3,Whitebackedplanthopper,Maruteru
2002,40,13,33,24,84.3,76.4,13.6,1.9,8.6,3.9,LeafFolder,Maruteru
2008,26,7,32.9,24.8,90.9,72.6,100.3,5.6,6.8,3.9,Yellowstemborer,Ludhiana
2000,41,102,34.1,21.6,89.7,44.1,0,1.7,8.8,4.1,Yellowstemborer,Raipur
1984,18,0,39.8,23.9,68.9,30.7,0,5.7,11.2,10.2,Yellowstemborer,Rajendranagar
1997,26,7,32,23.8,93.3,69,117.6,5.6,7.7,38.8,Whitebackedplanthopper,Maruteru
2011,46,685,30.9,19.6,82.3,42.3,0,0,8.5,0,LeafFolder,Maruteru
1963,43,169,27.3,22.7,93.7,83.7,96.4,5.2,2.2,1.4,Gallmidge,Cuttack
1967,24,0,35.8,25.7,82.7,58.9,18.6,4,4.1,8.5,Gallmidge,Cuttack
2004,48,10453,28.9,17.9,83.4,55.3,0,4.5,8.1,3.4,Yellowstemborer,Maruteru
2008,25,56,35.7,26.9,92.9,71.4,0.4,1.8,0.5,5.3,Greenleafhopper,Maruteru
2007,36,26,29.2,23.4,89.1,73,24.4,7.7,3.3,4.9,LeafFolder,Rajendranagar
2002,35,0,32.2,25.9,94,72.4,149.6,8.4,5.7,3.2,Gallmidge,Cuttack
1998,25,6,33.4,25.2,81.9,68.4,0,10.2,2.4,4.3,Greenleafhopper,Maruteru
1995,34,2347,30.1,23.8,92.3,78,68,2.1,2.8,23,Gallmidge,Maruteru
2002,35,13,30.6,24.3,90.9,80,0,6.9,4.3,3.7,LeafFolder,Maruteru
2008,35,4,30.8,24.4,93.3,79.6,43.4,6.1,4,4,Yellowstemborer,Raipur
1995,26,0,32.9,25.3,89.6,69.6,107.5,5.1,3.6,2.7,Yellowstemborer,Cuttack
2011,41,2845,30.6,24.9,85.3,53,34.8,0,6.2,0,Brownplanthopper,Maruteru
2007,43,442,30.7,16,92.9,35.7,0,2.1,9.6,3.8,Caseworm,Raipur
1996,8,0,34.6,17.1,83.4,24.6,0,2.3,9.1,4.4,Brownplanthopper,Rajendranagar
2010,45,0,28,19.8,94,70.6,11.8,3.7,8.1,4.4,Brownplanthopper,Rajendranagar
1987,45,0,22.9,11.3,46.7,35.6,0,3.9,10.2,3.1,LeafBlast,Palampur
2001,10,0,22.3,9.9,48.4,30.4,0,5.4,9.1,4.3,LeafBlast,Palampur
1998,37,8,33.3,24.5,93.7,69.4,59.8,2.3,5.5,3.5,Yellowstemborer,Cuttack
2007,31,262,29.7,25.3,91.6,75,80,2.1,3.1,4,Brownplanthopper,Maruteru
1984,37,41.5,29.1,21.6,87.3,65.3,48.9,7.2,5.5,4.2,LeafBlast,Rajendranagar
2010,17,0,38.7,21.2,55.1,35.1,0,4.3,7.9,8,Yellowstemborer,Ludhiana
2004,33,0,30.5,25.5,86.7,70.7,11,7.9,5.7,4.5,Miridbug,Maruteru
2008,46,1750,29.1,18.1,89,47,0,4.1,5.1,3.7,Greenleafhopper,Raipur
1987,16,0,38.8,22.8,55.6,19.1,11.4,6.3,10.4,8.3,LeafBlast,Rajendranagar
2007,11,0,32.6,17.8,80.1,29.7,3,4.2,8,5.6,Caseworm,Raipur
1997,22,3,34.4,24.4,92.5,55,38.6,3,6.1,41.7,LeafFolder,Maruteru
2001,38,761,32.1,23.5,90,74.7,0,3,5.7,3,Gallmidge,Maruteru
1995,47,12,29.6,18.2,90.6,50.1,144,2.3,7,3,Yellowstemborer,Rajendranagar
1975,47,0,29,17,89.7,48.7,0,2.5,9.8,3.6,Gallmidge,Cuttack
1964,14,0,37.7,25.4,89.4,42.9,0,11.4,8.1,7.9,Gallmidge,Cuttack
1989,39,32.5,26.6,15.5,60.3,53,0,5,9.2,15.6,LeafBlast,Palampur
1998,38,10750,29.6,22.5,91,65,122.2,3.4,5.2,3.6,Greenleafhopper,Rajendranagar
2004,21,146,36.1,27.6,90.3,69,0,8.6,9,6.9,Brownplanthopper,Maruteru
2011,11,768,31.4,22.1,86.9,35.9,0,0,8.1,0,Gallmidge,Maruteru
1995,20,0,37.8,24.3,74.4,49.3,9.7,11.5,7.5,6.7,LeafBlast,Rajendranagar
2009,11,0,30.7,12,91.1,34.7,0,2.6,9.5,4.3,Whitebackedplanthopper,Ludhiana
2002,29,0,31.6,25.2,82,67,0,12.4,3.3,5,Gallmidge,Maruteru
2006,9,11,30.7,19.9,93.7,59.3,0,5.6,7.8,3.4,Caseworm,Maruteru
2001,50,25,30.3,17.2,89.6,64.9,0,2.3,8.1,2.8,Whitebackedplanthopper,Maruteru
2004,36,37,29.6,25.9,92,79.9,44.6,2.8,1.7,3.5,Whitebackedplanthopper,Maruteru
2000,15,0,40.1,24,68.3,44.6,2.2,2.3,9.3,7.6,LeafBlast,Rajendranagar
1994,20,0,36.5,26.2,85,54,26.3,4.2,6.7,39.8,Brownplanthopper,Maruteru
2000,49,584,27,18.1,88.3,66.9,0,3.2,6.4,2.8,Gallmidge,Maruteru
2004,3,0,18.2,7,67.3,55.3,22,6.3,5.9,1.7,LeafBlast,Palampur
2001,46,0,30.4,21.1,86.4,68.7,0,3.7,6.8,2.6,Gallmidge,Maruteru
2008,20,0,43,26.8,31.6,13.1,0.6,7.2,7.8,12.7,Whitebackedplanthopper,Raipur
1993,10,0,21.7,10.2,67.1,50.9,24.8,7.6,7.8,3.1,LeafBlast,Palampur
2007,44,4,26.4,23,89,83.6,49.5,1.5,4.3,2.4,Miridbug,Maruteru
1996,5,0,30.8,13.4,90.6,23.7,0,2.5,9.1,3.3,Yellowstemborer,Cuttack
1988,27,0,32.1,23.3,83.7,56.1,16.9,9.5,3.5,4,LeafBlast,Rajendranagar
2010,21,0,37.6,25.2,75.3,38.1,16.6,7.9,9.1,6.5,Miridbug,Rajendranagar
2008,13,1764,30.6,21.9,81.3,54.6,16.8,6.7,6.9,4.1,Greenleafhopper,Maruteru
2008,42,59,30.7,23.2,91.7,81.1,20.2,1.8,6.2,2.8,Yellowstemborer,Maruteru
1999,39,55,30.5,23.6,91.9,75.1,57,4.7,5.8,3.6,Yellowstemborer,Raipur
2011,14,0,31.1,14.6,74.4,21.6,0,0,9.3,0,Greenleafhopper,Ludhiana
2008,14,3310,33.6,21.5,76.6,39,36.4,4.7,8.5,5.7,Brownplanthopper,Rajendranagar
2008,13,60,32.7,22.3,84.9,50.6,6.4,3.4,6.2,5.4,Gallmidge,Rajendranagar
1986,38,4280,34,22.4,81.1,45.4,9,2.9,10.1,5.2,Yellowstemborer,Rajendranagar
1997,43,14,30.4,21.1,89.4,74,7.2,2,4.4,20,LeafFolder,Maruteru
2010,39,10,30.9,24.1,86.9,57.4,72.8,2,5.2,3.3,Caseworm,Maruteru
2000,5,12,29.2,18,93.1,62,0,2.5,8.1,3.2,Whitebackedplanthopper,Maruteru
1995,41,1490,28.6,22.3,92.6,72,227,1.6,2.6,18.8,Gallmidge,Maruteru
2004,38,1129,31.2,24.9,89,73,11.2,3.7,5.5,3.3,Yellowstemborer,Maruteru
1985,11,0,23.3,11.5,87,88.3,0,4.7,6.6,5.2,LeafBlast,Palampur
1996,11,2608,32.3,19.4,91,68,0,1.8,9.7,20,Brownplanthopper,Maruteru
2010,24,0,34.1,22.9,86.6,66,28.1,11.3,5.6,4.9,Greenleafhopper,Rajendranagar
2011,33,9,31.7,23.2,88.6,76.4,11,0,0,0,Greenleafhopper,Rajendranagar
2011,29,6,31.4,24.9,85.3,63.1,23.4,0,1.6,0,Brownplanthopper,Maruteru
1993,11,0,35,19.4,58,20.9,0,2.1,10.1,3.5,Yellowstemborer,Rajendranagar
2001,7,0,21.2,9.9,47,28.7,13.4,5.7,6.2,3.9,NeckBlast,Palampur
2003,39,0,25.8,14.6,72.7,63.4,32.9,4.3,5.3,2.7,NeckBlast,Palampur
2010,6,120,29.8,17.4,91.3,59.3,13.3,3.6,7.8,2.9,Miridbug,Maruteru
1999,16,199,35.1,23.6,88.4,62.9,0,4.2,9,4.2,Whitebackedplanthopper,Maruteru
2001,33,136,29.1,23.9,86.4,73.6,0,9,0.9,3.6,Whitebackedplanthopper,Maruteru
2002,44,1980,28.9,20.8,91.6,68.4,61.4,2.2,4.2,2.7,Greenleafhopper,Maruteru
1996,49,0,27.3,12.6,82.3,35.7,0,2.9,6.2,3.6,Greenleafhopper,Raipur
2000,28,0,27.9,23.1,85.1,69.7,29.1,10.5,2,4.2,Gallmidge,Rajendranagar
1998,34,815,31.1,23.1,94.9,70.9,116.3,1.8,6.5,3.7,Greenleafhopper,Rajendranagar
2000,45,0,31.3,16.2,83.7,38,0,2.1,9.4,4.1,LeafBlast,Rajendranagar
1996,46,0,22.3,9.3,43.7,31.4,0,4.9,9,2.4,LeafBlast,Palampur
1995,39,0,32.4,26.4,93,73.9,12.2,3.6,7.8,4.4,Yellowstemborer,Cuttack
2009,26,6,36.4,27.3,85.6,73.6,0,2,2.9,5.5,Miridbug,Maruteru
2000,38,394,30.9,22.6,87.4,63.9,35.6,1.9,6.5,4,Gallmidge,Rajendranagar
2010,40,741,30.7,21.7,86.3,65.9,14,4.3,6.4,5.9,Brownplanthopper,Rajendranagar
1997,13,1150,31.7,20.6,86.9,60,11,1.9,8.2,28.4,Gallmidge,Maruteru
2008,28,132,31.4,26.3,90.1,70.3,91,2.3,5,4.2,Greenleafhopper,Maruteru
2002,20,0,38.1,26.5,71.9,44,7.5,11.6,6.7,8.1,Whitebackedplanthopper,Maruteru
2002,8,709,32.1,17,91.4,54.3,0,1.2,6.8,3,Yellowstemborer,Maruteru
2010,1,1,28.8,12.1,79.3,35.9,0,3.2,8.9,8.9,LeafFolder,Rajendranagar
1999,49,9,28,11.7,89.3,40,0,1.7,8.6,2.6,Yellowstemborer,Raipur
2001,6,21,34.2,11.4,78.1,17.1,0,2.3,9.9,5.5,Gallmidge,Rajendranagar
2011,4,0,19.8,4.3,98.3,55.7,0,0,3.4,0,LeafFolder,Ludhiana
2002,12,0,36.8,23.8,95.1,48,7.6,5.8,8.3,5.5,Gallmidge,Cuttack
2007,45,146,29.7,13.9,90.7,33.1,0,2.8,5.5,2.7,Yellowstemborer,Ludhiana
2004,10,1708,29.6,20.4,91.4,66.3,0,2.5,8.5,3.1,Brownplanthopper,Maruteru
2008,14,5,39.7,21.3,52.4,17.7,0,4.6,8.7,8.7,Gallmidge,Raipur
2009,2,681,27,20.2,87.3,50.6,0,3,7,2.9,Brownplanthopper,Maruteru
2007,26,0,28.1,25.2,91.4,80.7,95.4,2,1.8,5.5,Caseworm,Maruteru
1995,26,5,31.2,24.6,88,69,48,5.6,2,28.6,Yellowstemborer,Maruteru
2002,5,15,28.9,18.7,90,70,0,3,1.5,2.8,ZigZagleafhopper,Maruteru
2004,44,3704,27.4,21.3,90.7,71,29.2,3.3,3.2,2.4,Greenleafhopper,Maruteru
1996,19,0,41.2,24.3,48.4,14,0,4.9,10.2,10.9,Brownplanthopper,Rajendranagar
1995,41,151,30.9,23.9,92.6,67.6,25.5,9.2,1.6,3.1,Yellowstemborer,Raipur
1991,27,0,30.1,22.5,80.9,47.3,16.6,12.4,4.2,4.2,LeafBlast,Rajendranagar
1999,50,2556,29.4,17.8,84.7,59.4,0,3.1,8.5,2.6,Brownplanthopper,Maruteru
2005,11,9,31.5,22.1,91.6,61.7,0,2.3,7.9,3.4,LeafFolder,Maruteru
1999,42,485,31.1,20.2,89.7,48.6,3.2,2.1,7.5,4.1,Brownplanthopper,Rajendranagar
2001,48,0,29.1,14.1,85.4,40.6,0,2,7.9,3.4,Gallmidge,Rajendranagar
2008,13,16,32.7,22.3,84.9,50.6,6.4,3.4,6.2,5.4,Caseworm,Rajendranagar
1999,13,0,38.2,17.9,60.6,15.6,0,2.6,10.7,7.9,NeckBlast,Rajendranagar
1996,37,101,30.5,23.1,93.9,75,16.6,2.9,3.2,18.8,Yellowstemborer,Maruteru
1993,37,0,31.3,21.8,75.4,46,0,7.4,9.6,5.8,Greenleafhopper,Rajendranagar
2011,32,1,31.1,24.9,83.1,60.3,5.2,0,4.9,0,LeafFolder,Maruteru
2004,33,21,30.5,25.5,92.9,70.7,11,7.9,5.7,4.5,Greenleafhopper,Maruteru
1996,38,1416,31.6,22.6,92.5,76,109.4,2.1,7.1,19.5,Yellowstemborer,Maruteru
2009,19,0,41,26.7,30.9,17.9,0,5,10.2,8.1,Brownplanthopper,Rajendranagar
1999,27,0,32.8,23.7,84.6,53.7,71.9,4.9,7.2,6.4,LeafBlast,Rajendranagar
2001,28,2946,32.6,26.1,75.3,65.7,0,10.7,4,5.5,Brownplanthopper,Maruteru
1987,14,0,24.4,13.9,45.6,43.1,51.8,7.3,6.3,3,LeafBlast,Palampur
2002,9,1694,32,18,92.4,63.3,0,1.6,6.5,2.6,Brownplanthopper,Maruteru
2004,6,0,27.4,19.3,90.7,77.4,0,1.6,8.9,2.5,Whitebackedplanthopper,Maruteru
1999,31,6122,30.1,24.4,88.4,75.6,0,9.2,1,4.3,Brownplanthopper,Maruteru
1990,15,0,38.7,23.9,59.9,16.1,0,3.5,10.3,6.7,LeafBlast,Rajendranagar
1994,38,20.4,30.1,20.1,81.1,52.1,31.6,6,7.3,4.1,LeafBlast,Rajendranagar
2001,44,0,31.8,16.6,82.9,37,0,1.3,8.6,3.9,Gallmidge,Rajendranagar
2004,32,0,29.6,24.4,89.5,75.9,0,9.4,3.8,3.5,Miridbug,Maruteru
2002,13,1820,32.4,21.6,85.6,62.7,0,3,9.5,3.9,Whitebackedplanthopper,Maruteru
1994,50,0,29.4,9.3,77.9,31.7,0,1.9,10.4,2.9,Gallmidge,Rajendranagar
2002,26,0,34.1,25.1,79.7,56.9,6.2,7.8,9,5.9,Gallmidge,Maruteru
2009,27,0,36.4,26.5,79.3,52.3,0,5.3,10.3,7.1,Whitebackedplanthopper,Ludhiana
2011,30,0,30.6,21.9,92.6,65.1,48.2,0,0,0,Brownplanthopper,Rajendranagar
1976,49,0,29.1,15.9,95.3,43.3,0,4.5,9.3,6.6,Yellowstemborer,Rajendranagar
1959,16,0,35.9,24.5,86.1,49,19.6,9,7.6,6.4,Gallmidge,Cuttack
2001,40,711,33.5,21,88.1,46.4,0.8,2.5,7.5,3.7,Whitebackedplanthopper,Ludhiana
2009,44,4,30.6,13.6,90,34,0,2.2,6.4,2.5,Whitebackedplanthopper,Ludhiana
1975,11,12,35.2,20.2,62.3,22,0,8.3,11.2,8.2,Yellowstemborer,Rajendranagar
2000,13,905,32.7,20.3,83.6,51.1,0,2.7,7.7,4.1,Greenleafhopper,Maruteru
2006,8,1482,30.6,19.6,94.3,63.7,0,1.6,9.1,3.2,Yellowstemborer,Maruteru
2002,35,399,30.6,24.3,90.9,80,0,6.9,4.3,3.7,Brownplanthopper,Maruteru
2001,44,3883,31.9,20.8,92,65.4,0,2.1,6.6,3.3,Greenleafhopper,Maruteru
1994,14,474,36.7,22.5,70.9,35.4,16.8,5.2,9.8,4,Yellowstemborer,Rajendranagar
1995,4,6,27.5,17,93.7,70,0,4.1,7.4,17.1,Miridbug,Maruteru
2007,29,0,31.9,25.5,89.1,69.9,10.2,9.2,1.6,4.2,Gallmidge,Raipur
2007,33,17,34.3,27.2,86,68.1,6.2,4.5,7,5.1,LeafFolder,Ludhiana
2005,29,1539,31.7,25.9,87.6,85.6,0,4.9,6.5,3.8,Gallmidge,Maruteru
1997,21,49,36.4,25.8,85.1,59,3.2,4.1,6.8,46.4,Greenleafhopper,Maruteru
1976,11,17,36,19.1,61.6,16.6,0,2.6,11.2,7.3,Yellowstemborer,Rajendranagar
2010,38,19,30.1,21.9,92.7,71.1,60.5,3.6,6.2,2.9,Yellowstemborer,Ludhiana
1996,16,100,33,21.4,88.6,56,0,2.7,5.5,34.1,Whitebackedplanthopper,Maruteru
1998,47,0,23.7,10.3,46.4,42,0,4.3,9.3,2.3,LeafBlast,Palampur
1998,11,830,35.3,21.1,63.4,30.9,0,4.3,9.5,7.8,Brownplanthopper,Rajendranagar
2008,50,10,29.9,15.8,92.7,41.4,0,2.6,8.1,5.2,Greenleafhopper,Rajendranagar
2005,52,2258,27,18.2,90.3,78,0,2.7,8.8,2.6,Brownplanthopper,Maruteru
2009,45,373,28.4,23,87.7,71.1,28.4,1.5,1.8,2.5,Whitebackedplanthopper,Maruteru
2011,41,4045,33.6,19.1,92.6,43.3,0,0,8.3,0,Brownplanthopper,Ludhiana
2008,8,0,23.6,10.7,90.4,48.9,0,5.9,5.7,2.9,Whitebackedplanthopper,Ludhiana
2009,21,0,40.9,27.5,55.7,26.7,37.6,6.5,7.8,10.6,Yellowstemborer,Raipur
