Observation Year,Standard Week,Pest Value,MaxT,MinT,RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm),PEST NAME,Location
1996,4,60,29.1,18.4,92,70,0,2,8.1,17.1,Greenleafhopper,Maruteru
1995,20,0,36.1,17.2,63,26.1,0,6.7,10.4,9,Gallmidge,Raipur
2007,36,3,30.2,24.3,93.7,80.3,91.7,7.2,2.5,3.8,Greenleafhopper,Raipur
2010,38,203,30.1,21.9,92.7,71.1,60.5,3.6,6.2,2.9,Brownplanthopper,Ludhiana
1996,46,0,27.5,22.6,91.9,64,40.1,1.7,6.8,20.4,LeafFolder,Maruteru
2002,26,2,34.1,25.1,79.7,56.9,6.2,7.8,9,5.9,Whitebackedplanthopper,Maruteru
1963,20,0,37.9,25.2,81.1,41.6,26.4,8.6,9.7,7.2,Gallmidge,Cuttack
2007,1,250,25.5,20.9,90.4,71,0,2.6,6.6,2.7,Yellowstemborer,Maruteru
1995,37,34.5,30.9,22.2,91.4,64.4,139.8,2.4,5.1,3.8,LeafBlast,Rajendranagar
1999,17,0,40.2,26.9,57.3,25.7,0,3.1,8.7,9.2,LeafBlast,Rajendranagar
1996,51,0,28.5,13.1,70.1,37.1,0,2.4,7.6,2.4,LeafBlast,Rajendranagar
2011,22,576,35.4,27,84.9,57.9,19.8,0,5.4,0,Greenleafhopper,Maruteru
1993,52,0,18,6.7,35.5,24.5,0,5.7,8.1,2.4,LeafBlast,Palampur
2009,10,3,36.9,17.2,67.4,20.9,0,3.5,8.9,7.3,Caseworm,Rajendranagar
2009,3,263,27.2,19.3,91.7,44.4,0,4.2,7.3,2.4,Greenleafhopper,Maruteru
2000,4,0,29.9,11.9,86.1,34.1,0,2.2,9.4,3.8,Gallmidge,Raipur
1996,7,2,28.4,18.4,91.3,64,0.4,1.6,8.5,21.1,Whitebackedplanthopper,Maruteru
1998,39,4759,33,24.9,90.7,67.4,13.4,2.2,8.1,3.9,Gallmidge,Raipur
2007,38,1435,25,24.7,90.3,89.6,125.6,1.9,0.9,3.4,Whitebackedplanthopper,Maruteru
2005,34,11,30.2,25.3,91.3,83.1,17.7,7.6,7.9,3.3,Gallmidge,Maruteru
2003,20,0,43.3,28.3,34.7,14.6,0,6,6.9,12.8,Yellowstemborer,Raipur
2002,44,0,24.1,11.7,47,41.3,0,5.4,9.3,3.6,LeafBlast,Palampur
1995,48,0,29,16.7,92.7,43,0,2.1,7.7,3,LeafBlast,Rajendranagar
2002,38,12937,32.8,24.4,88.1,70.3,7.2,3.7,6.8,3.3,Brownplanthopper,Maruteru
1998,11,553,32.1,21,92.1,67,0,6.4,5.9,37,Miridbug,Maruteru
2009,37,0,33.1,26,83.9,60,6.9,2.6,6.6,3.5,Whitebackedplanthopper,Maruteru
1998,2,17,28.4,19.3,96,84.3,0,3.7,5.6,3.1,Gallmidge,Maruteru
1998,37,299,29.7,24.2,93.1,77.9,36.8,6.7,3.1,2.9,Gallmidge,Raipur
2007,14,0,38.8,22,74.9,19.6,0,4.8,8.8,7.4,Caseworm,Rajendranagar
2008,8,0,23.6,10.7,90.4,48.9,0,5.9,5.7,2.9,LeafFolder,Ludhiana
2001,30,89,32,23.6,90.4,71.3,0,7.3,5.3,3.7,Miridbug,Maruteru
1997,36,146,29.6,23.4,93.6,75,217.4,3,5.5,25.6,Whitebackedplanthopper,Maruteru
2002,27,0,33.9,23.8,70.6,42.1,9.3,8.4,8.4,7.5,Yellowstemborer,Rajendranagar
2007,45,47,29.7,13.9,90.7,33.1,0,2.8,5.5,2.7,LeafFolder,Ludhiana
1998,4,0,23.9,14.8,93.7,69,3,2.4,2.6,2.3,Greenleafhopper,Raipur
1994,38,125,30.1,20.1,81.1,52.1,31.6,6,7.3,4.1,Gallmidge,Rajendranagar
2007,10,0,31.9,17,73.7,30,0,3.3,8.2,5.3,LeafFolder,Raipur
1985,16,3,40.2,24.1,49.7,17.7,0,4.8,10.5,9.5,Yellowstemborer,Rajendranagar
2008,9,0,27.5,10.6,94.5,46.5,0,3.2,9.2,3.2,Yellowstemborer,Ludhiana
2000,28,0,29.9,24.3,92.7,78.9,71.7,9.5,1.2,3,Greenleafhopper,Raipur
2010,8,0,24.3,10,90.7,46.4,0,3.2,7.9,2.8,Greenleafhopper,Ludhiana
2006,50,3766,28.5,18.8,91.1,65,0,1.9,6.1,2.6,Yellowstemborer,Maruteru
1997,49,1932,29.6,20.9,90,75,5.8,1.6,4.2,23.2,Brownplanthopper,Maruteru
2005,23,0,36.8,27.5,84.1,52.1,0,5.3,7,4.8,Whitebackedplanthopper,Maruteru
2003,34,0,31.6,26.2,92.1,79.7,54.1,3.6,6.4,3.6,Brownplanthopper,Cuttack
2008,17,2847,33.1,23.9,91.7,31.4,0,5.3,7.1,5,ZigZagleafhopper,Maruteru
2000,8,0,30.8,19.9,83.6,50.7,3,4.8,7,4.2,Gallmidge,Rajendranagar
2006,24,3,36.1,27.7,88.7,53.9,0,1.6,8.1,4.8,Gallmidge,Maruteru
2000,29,0,27.8,23.6,91.9,81.1,110.9,12.8,2.3,3.1,Greenleafhopper,Raipur
2007,17,0,41.7,24.3,39.1,10.9,0,6.1,8.7,11,Greenleafhopper,Raipur
2010,45,0,28,19.8,94,70.6,11.8,3.7,8.1,4.4,Gallmidge,Rajendranagar
1997,10,0,22.9,12.1,48.1,40.1,0,4.9,7.4,3.4,LeafBlast,Palampur
1999,6,583,28.8,18.6,93.4,70.3,0,2.5,8.7,2.9,Brownplanthopper,Maruteru
2010,39,17,31.2,21.9,87.6,67.6,87.2,4.2,6.4,6.3,Gallmidge,Rajendranagar
1999,43,9683,29.4,22.4,88.8,74,0,3.8,5.8,2.9,Brownplanthopper,Maruteru
2006,6,20,29.8,18.7,94.3,76.1,0,3.6,8,2.9,Gallmidge,Maruteru
1985,43,12,30,13,82.4,30.4,0,3.1,11.2,4.7,Yellowstemborer,Rajendranagar
1999,20,1449,34.5,24.5,86.6,66.7,0,6.8,6.5,5.1,Yellowstemborer,Maruteru
2008,52,386,28.2,18.3,94.5,71,0,2.5,5.8,2.6,Yellowstemborer,Maruteru
1996,23,0,43.9,28.7,41.6,21.3,4.8,11.3,7.5,16.5,Gallmidge,Raipur
2002,49,0,29,17.7,86.1,52.6,0,4.2,7.1,3.1,Gallmidge,Maruteru
1998,35,390,30,22.8,80.4,67.3,23.2,5,6.8,4.2,Greenleafhopper,Rajendranagar
2002,40,115,35.6,20.4,77.3,47.1,0.2,2.3,9.4,5.5,Yellowstemborer,Rajendranagar
2009,3,6,27.2,19.3,89.6,44.4,0,4.2,7.3,2.4,Gallmidge,Maruteru
1997,45,85,30,15.7,94.3,43.6,0,0.9,9.2,3,Greenleafhopper,Raipur
2006,8,240,30.6,19.6,94.3,63.7,0,6.4,9.1,3.2,Brownplanthopper,Maruteru
2005,45,1135,28.2,21.6,87,71.6,3.4,1.5,7.2,2.5,Whitebackedplanthopper,Maruteru
2001,20,112,36.3,23.6,82.1,63.2,0,5.1,6,4.8,Gallmidge,Maruteru
2001,43,29.02,31.4,22.9,89.9,63,0,3.3,9.3,3.7,Gallmidge,Cuttack
1968,37,11,30.7,25.5,95,83.6,268,9.3,4,2.6,Gallmidge,Cuttack
2008,24,10,33.4,26.5,90.9,74.3,80,7.6,4.6,6.1,Whitebackedplanthopper,Ludhiana
2010,9,6,31.3,22.7,92.6,53.4,2.2,5.6,8.7,3.4,Miridbug,Maruteru
1998,6,0,26.5,12.8,90.1,42.6,7.4,2,8,3.4,Greenleafhopper,Raipur
2002,21,0,37.1,26.4,82.6,50.4,0.8,7.8,7.5,6.5,LeafFolder,Maruteru
2005,51,90,26.3,21,83.4,77.7,0,2.7,3.8,2.5,Miridbug,Maruteru
1986,40,1260,32.2,21.9,81.3,51.6,0.2,3.5,8.8,5.2,Yellowstemborer,Rajendranagar
2008,20,0,43,26.8,31.6,13.1,0.6,7.2,7.8,12.7,Yellowstemborer,Raipur
2007,12,0,37.6,22.4,61.4,19.4,0,3.8,7,6.8,Gallmidge,Rajendranagar
2007,13,25,37.4,20.6,70.4,18.9,0,4.5,8.4,7.1,Caseworm,Rajendranagar
2000,11,0,34.3,15.1,68.3,15.3,0,4.8,10.1,0,Caseworm,Raipur
1989,10,0,34.2,17.6,69.9,29.4,25,5.8,9.7,5.6,Yellowstemborer,Rajendranagar
1997,21,21,40.8,25.3,38,20.6,0,4.8,10.6,9.1,Yellowstemborer,Rajendranagar
2008,19,675,39,24.7,38.3,19.3,0,5.9,10.4,7.1,Brownplanthopper,Rajendranagar
2009,27,3,36.4,26.5,79.3,52.3,0,5.3,10.3,7.1,Yellowstemborer,Ludhiana
2009,52,651,26,17.4,89.4,78.4,0,2.7,7.1,2.6,Greenleafhopper,Maruteru
2001,23,0,32.9,22.2,89.4,72.3,0,3.3,1.7,2.5,LeafFolder,Maruteru
2002,26,0,30.2,25.7,93.7,77,215.4,8.9,1,2.9,Gallmidge,Cuttack
2009,24,0,37.1,25.1,72.1,36.6,13,11.2,7.6,7.7,LeafFolder,Rajendranagar
2008,44,1950,31.8,13.9,69.4,30.7,0,2.5,9.6,6.5,Miridbug,Rajendranagar
2000,14,0,38.4,23.1,72.1,46,0,3.7,10.4,7.9,Brownplanthopper,Rajendranagar
2011,21,942,35.7,26.3,84.6,51.4,8.8,0,8.7,0,Yellowstemborer,Maruteru
1994,30,0,29.9,24.4,91,78,42,6.7,3.5,28.6,Brownplanthopper,Maruteru
2008,16,10,32.6,24.3,87.1,32.7,0,5.1,9,4.8,Miridbug,Maruteru
1999,44,413,29.4,22.4,90.5,72.6,0,3.1,4.4,2.2,Miridbug,Maruteru
2008,19,0,37.5,23.5,51.9,30.6,0.2,5.7,8.5,9.3,Greenleafhopper,Ludhiana
2011,13,0,31.7,16.4,83.4,42.3,0,0,9.9,0,Yellowstemborer,Ludhiana
1999,38,0,34.6,25,90.7,61.3,29.2,3.4,8,4.3,Yellowstemborer,Ludhiana
2008,36,0,32.5,23.3,29.5,30.5,24.9,21.2,9.9,4.2,Greenleafhopper,Ludhiana
2002,39,383,33,24.9,86.7,69.9,0,3.7,7.6,3.8,Yellowstemborer,Maruteru
1987,2,24,28.9,17.9,89.4,46,4.2,6.2,7.6,3.8,Yellowstemborer,Rajendranagar
1997,24,67,33.1,24.1,88.8,63,36.2,5.1,7.4,33.7,Greenleafhopper,Maruteru
2008,17,0,33.1,23.9,91.7,31.4,0,5.3,7.1,5,Whitebackedplanthopper,Maruteru
2000,7,0,31.8,18.5,77.7,43,0,2.8,8.9,5,Gallmidge,Rajendranagar
1976,10,13,35.4,17.6,75.1,26.9,0,2.7,11.6,8.1,Yellowstemborer,Rajendranagar
2007,37,59,31,25.9,92,75.7,7,4.2,3.5,2.8,Yellowstemborer,Cuttack
1999,39,792,31.7,23.1,93.6,60.4,23.4,1.9,5.7,2.9,Brownplanthopper,Rajendranagar
2003,43,39,27.8,20.6,93,74,54.8,4.1,4.7,2.6,Yellowstemborer,Raipur
1995,14,35260,33.1,20.1,87.2,58,0,2.1,8.5,33.2,Yellowstemborer,Maruteru
2006,36,129,30.1,25.9,92.4,66,10,3,5.7,3.7,Yellowstemborer,Maruteru
1991,16,0,39.6,24.7,51.6,15.6,20,4.7,10.7,6.7,LeafBlast,Rajendranagar
1980,41,0,34,19.3,84,33.6,0,4.3,9.8,6.3,Yellowstemborer,Rajendranagar
1960,33,12,30.7,26.3,91.7,78,40.5,5.5,2.4,2.2,Gallmidge,Cuttack
1995,43,0,23.9,12.1,46.9,33.1,0,4.8,9.3,2.8,LeafBlast,Palampur
2001,25,0.91,27.2,17.8,72.3,68.4,56.2,3.6,5.9,4.1,LeafBlast,Palampur
2004,30,0,27.5,19.5,89,79.6,237.4,3.8,4.3,3.4,NeckBlast,Palampur
2000,11,0,36,18.2,72.3,43.1,0,1.9,10.5,6.7,Gallmidge,Rajendranagar
2002,4,0,32.5,15.5,72.6,33,0,1.6,9.2,4.8,LeafBlast,Rajendranagar
2000,14,0,38.4,23.1,72.1,46,0,3.7,10.4,7.9,Greenleafhopper,Rajendranagar
2007,22,0,41.6,27.9,45,21,6.8,7.8,6.8,11.7,Caseworm,Raipur
2000,10,14,33.8,15.5,72.9,18.9,0,3.8,9.6,6,Yellowstemborer,Raipur
2001,27,0,33,23.8,72.7,47,3.7,8.7,5.1,6.4,Caseworm,Rajendranagar
2004,25,98,33.1,27.2,94.7,70.7,0,11.9,7.6,6.4,Greenleafhopper,Maruteru
2001,3,0,28.9,18.7,95.3,59.7,0,4.5,7.1,3.2,Gallmidge,Cuttack
2007,4,0,22.9,5.5,95.6,51,0,3.2,8,2,LeafFolder,Ludhiana
2007,39,5,29.4,26.3,92.9,74,98.4,2,2,3.3,Caseworm,Maruteru
2008,29,0,31.7,24.1,90.9,72.4,128.6,1.7,3.7,3.9,Gallmidge,Maruteru
2009,35,45,31.3,25.4,87.6,78.6,26.8,2.5,5.4,3.6,LeafFolder,Maruteru
2000,44,0,31.4,17.5,79.6,43.7,0.8,1.8,8,3.4,Gallmidge,Rajendranagar
1980,6,0,31.9,17.8,84.1,31,0,4.6,10.4,6.1,Yellowstemborer,Rajendranagar
1996,7,23,28.4,18.4,91.3,69,0.4,2.6,8.5,19.1,Brownplanthopper,Maruteru
2002,33,0,27,23.1,93.6,88.7,165.6,14.4,0.1,3.1,Gallmidge,Raipur
2007,17,1246,39.5,20.8,48.6,13.3,0,3.7,11.4,8,Yellowstemborer,Ludhiana
1996,8,34,34.6,17.1,83.4,24.6,0,2.3,9.1,4.4,Greenleafhopper,Rajendranagar
2001,33,0,29.3,22.3,85,69.6,21.4,6.8,3.4,3.7,Greenleafhopper,Rajendranagar
1987,3,5,28.9,16.1,87,45,0,5.3,10.2,3.8,Yellowstemborer,Rajendranagar
2008,30,0,28.4,23.6,91.1,79.7,99.2,1.7,2,4.1,Caseworm,Maruteru
1995,2,0,27,15.2,83.4,47.7,1,4.6,6.6,2.7,Brownplanthopper,Rajendranagar
1996,3,32,27.9,15.5,90.6,51.4,0,4.3,8.5,3.6,Yellowstemborer,Cuttack
1994,1,0,27.2,18.6,90,69,1.5,2.6,6.8,19.1,Yellowstemborer,Maruteru
2000,44,3863,30,21,88.9,72.9,0,3.7,5.6,2.4,Gallmidge,Maruteru
2002,4,80,29.9,20.4,96,67.3,0,2.1,4.1,2.3,Whitebackedplanthopper,Maruteru
2009,19,4100,41,26.7,30.9,17.9,0,5,10.2,8.1,Miridbug,Rajendranagar
2007,25,2,34.2,25.3,90.3,67,120.8,9.8,6.3,6.5,Caseworm,Raipur
2007,35,81,34.1,26.6,92.3,71.3,38.2,4.3,7.7,4.3,Yellowstemborer,Ludhiana
1998,13,827,33.1,22.1,90,72,0,6,5.9,35.3,Miridbug,Maruteru
1989,5,0,31.4,11,73.3,30.3,0,3.2,10.5,4.2,LeafBlast,Rajendranagar
2001,51,100,26.5,17.9,85.6,67.1,0,6.1,3.9,2.9,Brownplanthopper,Maruteru
2008,26,0,31.3,24.1,91,70.3,144,11,1.9,4.7,Whitebackedplanthopper,Raipur
1991,45,0,29.4,14.6,77.1,35.9,0,1.9,9.2,3.3,LeafBlast,Rajendranagar
1980,25,0,32.7,24.3,78.7,50.7,0,20.3,6.1,8.4,Yellowstemborer,Rajendranagar
2002,5,38,28.9,18.7,90,70,0,4,1.5,2.8,Yellowstemborer,Maruteru
2011,7,16,30.8,17.9,86.9,37.7,32.1,0,9.4,0,Yellowstemborer,Maruteru
1991,1,0,11.2,2,56.7,43.4,5.8,5.8,5.8,1.6,LeafBlast,Palampur
1998,11,776,35.3,21.1,63.4,30.9,0,4.3,9.5,7.8,Yellowstemborer,Rajendranagar
1999,38,0,33.2,25.5,90.4,62.9,32.3,1.3,7.8,5,Yellowstemborer,Cuttack
2007,42,73,31.7,15.4,88.3,40.6,0,3.3,8.1,3.5,LeafFolder,Ludhiana
1979,44,66,31.2,19.6,85.6,40.2,3,3,6.7,4.8,Yellowstemborer,Rajendranagar
1986,16,0,40.1,23.6,59.3,23,47.6,6,10.3,9.8,Yellowstemborer,Rajendranagar
2007,26,9,31.8,25.8,91.3,76.4,49.2,6.3,3.3,3.9,Greenleafhopper,Cuttack
1978,20,0,40.1,26.2,62.6,24.6,0,15.5,9.6,14.1,Yellowstemborer,Rajendranagar
1998,48,398,29.6,18.4,86.6,67.1,0,4.2,7.5,2.2,Greenleafhopper,Maruteru
1999,3,0,28.1,10.1,87.6,36.6,0,2.2,10,3.3,Greenleafhopper,Rajendranagar
1996,47,0,26.4,21.7,84.6,64,39.2,1.7,4.5,20.8,Greenleafhopper,Maruteru
2007,33,0,29.8,26.4,90.9,70.3,28.4,1.9,5.1,4,Miridbug,Maruteru
2000,36,15.08,30,22.8,82.7,57.1,1.2,3.8,7,3.8,LeafBlast,Rajendranagar
1996,30,2650,30,23,84,63,29.2,12.3,3.4,4.3,Greenleafhopper,Rajendranagar
2008,51,0,21.2,11,16.6,16.6,0,9.8,5.1,1.3,Whitebackedplanthopper,Ludhiana
1987,40,1329,31.5,22.1,90.3,58,19.3,4.3,5.6,3.4,Yellowstemborer,Rajendranagar
2007,51,0,28,21.1,82.4,56.3,2.6,2.7,5.4,2.5,Miridbug,Maruteru
2010,50,48,27.3,20.1,88.1,65.4,0,2.3,4.3,2.6,Whitebackedplanthopper,Maruteru
1998,42,9291,30.7,23.4,90.9,71.4,1.4,4.9,5.2,3.1,Greenleafhopper,Raipur
2007,37,98,31,25.9,92,75.7,7,4.2,3.5,2.8,LeafFolder,Cuttack
1997,34,0,28.8,23.8,92.9,80.3,147.6,6.1,3,3.5,Gallmidge,Raipur
2005,51,3081,26.3,21,83.4,77.7,0,2.7,3.8,2.5,ZigZagleafhopper,Maruteru
2007,24,2,37.6,26.9,82.9,64.4,37,10,4.4,9,LeafFolder,Ludhiana
2005,43,299,27.9,23.9,92.7,82.7,53.6,1.6,3.4,2.9,LeafFolder,Maruteru
2003,36,0,27.3,23.8,92.9,86.1,61.1,12.2,0.4,2.1,Gallmidge,Raipur
2009,30,6,29.8,25.3,85.1,73.4,13,12.5,3.8,4.1,Greenleafhopper,Raipur
1996,3,49,29.7,19,92,68,0,1.9,9.1,21.1,Yellowstemborer,Maruteru
2000,32,92,34.7,26.9,88.3,67.9,13.8,4.4,9.3,5.5,Yellowstemborer,Ludhiana
2010,29,37,29.7,24.6,83.9,61.1,55.6,1.7,1.6,3.9,Greenleafhopper,Maruteru
1988,31,40,27.5,22.6,89.4,63,47.2,15.8,1.2,3.3,Yellowstemborer,Rajendranagar
2011,17,150,35.9,23.2,73.9,31.4,0,0,0,0,LeafFolder,Rajendranagar
2000,51,524,28,18.8,88.6,67.2,0,4.1,6.3,2.5,Gallmidge,Maruteru
1999,16,6468,35.1,23.6,88.4,62.9,0,4.2,9,4.2,Yellowstemborer,Maruteru
2011,10,1,36.1,17.4,59.4,19.4,0,0,0,0,LeafFolder,Rajendranagar
1993,8,0,31.1,13.5,74,26.3,0,3.5,10.3,3.4,Brownplanthopper,Rajendranagar
1999,5,1174,28.4,18.3,91.3,68.4,0,2.5,8.3,2.7,Brownplanthopper,Maruteru
1996,1,0,32.2,16.1,86.4,60,0,2.6,10.1,4.3,Gallmidge,Raipur
2001,20,0,39.3,26.8,51.4,25.6,0,3.5,7.3,8.7,LeafFolder,Rajendranagar
2008,15,0,38.9,22.1,59.7,15.9,0,4.9,8.4,8.6,Whitebackedplanthopper,Raipur
2004,15,0,32.3,24.1,87.4,64,0,4.7,9.2,4.6,Caseworm,Maruteru
1994,5,0,28.7,19.3,93,68,0.9,1.8,7.2,20,Yellowstemborer,Maruteru
2007,6,0,31.3,16.4,85.3,37.3,0,4.5,7.6,4.6,Brownplanthopper,Raipur
1967,21,0,38.7,27.5,84.6,48.6,0,3.5,9,9.1,Gallmidge,Cuttack
2010,19,0,41.3,27.1,59.4,32.6,4,6.1,9.3,10.1,Brownplanthopper,Rajendranagar
2008,12,3,31.3,21.5,81.1,68.6,91.6,5.4,5,5.4,Caseworm,Rajendranagar
1993,33,0,30.2,22.1,85.3,53.3,14.2,11.5,5.9,4.4,Greenleafhopper,Rajendranagar
2005,45,137,28.2,21.6,87,71.6,3.4,1.5,7.2,2.5,Caseworm,Maruteru
2000,19,0,35.2,23.9,64.6,36.3,27.4,2.3,9.7,6.6,LeafBlast,Rajendranagar
2010,35,27,29.1,23.9,87.9,61.1,117.6,3,2.7,3.6,Yellowstemborer,Maruteru
2009,27,0,32.8,23.5,81,61,27.2,11.7,4.1,6.8,Miridbug,Rajendranagar
1975,43,143,29.7,21.8,93.7,62.1,0.3,3.4,8.2,2.3,Gallmidge,Cuttack
2007,6,37,26.1,21.1,93.6,58.9,0,3.6,8.6,2.9,Caseworm,Maruteru
2009,31,0,32.8,27.3,87.6,63.7,33.6,2.1,6.1,4,Gallmidge,Maruteru
2001,51,0,20.1,6.9,96.1,64.3,2.4,2.3,7.8,1.6,Whitebackedplanthopper,Ludhiana
1996,42,0,29.4,22.1,92.5,75,8.2,3,3.8,25.6,Brownplanthopper,Maruteru
2001,2,0,14.3,3.7,100,74.3,0,3.8,4.8,0.6,Whitebackedplanthopper,Ludhiana
2000,52,0,27.2,7.9,86.3,27.4,0,2.3,9.7,3.3,Yellowstemborer,Raipur
2010,1,799,28.2,17.4,87,69.4,0,2.9,6.3,2.7,ZigZagleafhopper,Maruteru
2008,26,2,32.9,24.8,90.9,72.6,100.3,5.6,6.8,3.9,Greenleafhopper,Ludhiana
2005,32,29,29.6,24.1,89.7,76.4,73,10.2,4,4.4,Greenleafhopper,Maruteru
2008,29,159,31.7,24.1,90.9,72.4,128.6,1.7,3.7,3.9,ZigZagleafhopper,Maruteru
2011,48,0,25.3,9.8,97.4,45.9,0,0,4.5,0,Greenleafhopper,Ludhiana
1996,25,89,32.4,23.8,86.1,67,80,6.4,6.2,37,Greenleafhopper,Maruteru
1995,49,37,32,24.1,91.9,33.3,66,4.5,7.3,3.4,Yellowstemborer,Raipur
1994,12,0,39.4,21.3,57.9,21.1,0,3.5,10.9,3.9,LeafBlast,Rajendranagar
1979,37,38,31.6,22.7,90.3,60.1,13.6,2.2,6.5,3.8,Yellowstemborer,Rajendranagar
2011,21,2,38.7,25.8,53.7,28.1,0.1,0,0,0,LeafFolder,Rajendranagar
1984,16,0,39.1,24.3,57.6,29.9,0,6.4,10.1,9.4,Yellowstemborer,Rajendranagar
2008,37,30,27.4,24,92.7,86,84.4,2.6,2.5,3.5,LeafFolder,Maruteru
1984,27,0,31.6,22.7,83.1,54,16.4,18.7,4.4,6.6,Yellowstemborer,Rajendranagar
2007,48,38,28.4,11.1,91.1,27.9,0,1.8,8.3,2.7,Caseworm,Raipur
2004,3,0,26.5,21.6,90,87,0,2.4,8.8,2.3,Gallmidge,Maruteru
2007,16,10200,34.8,22.2,75.7,36.1,15.2,5,8.9,6.5,Miridbug,Rajendranagar
2007,9,0,27.9,21.3,88.6,58,0,5.6,8,3.4,Miridbug,Maruteru
1997,6,0,28.3,8.5,79.3,24,0,2.2,9.9,4.1,Greenleafhopper,Raipur
2007,10,592,27.6,22.9,90.9,66.7,0,6,7.6,3.3,Gallmidge,Maruteru
2006,16,90,32.7,22.8,85.1,64,42,5.1,7.6,4.8,Miridbug,Maruteru
2003,43,0,27.2,22.2,92.9,83.6,136.2,4.1,3,2.1,Gallmidge,Maruteru
1999,6,56,29,15.1,87.1,43.6,11,4.6,7.1,4.6,Yellowstemborer,Raipur
2001,30,0,32.8,23.3,82,58.9,10.9,4.7,5.1,5.1,Miridbug,Rajendranagar
2002,28,67,35.2,26.9,71.4,50.4,8,11.7,5.9,7.6,Whitebackedplanthopper,Maruteru
2011,15,7081,31.7,22.9,85.9,36.1,0,0,8.4,0,Greenleafhopper,Maruteru
2000,24,8,33.6,26.8,87.9,69.3,250.7,9.9,2.8,3.8,Yellowstemborer,Cuttack
1997,39,18150,31.1,22.2,87.6,73,0,5.1,4.5,28.2,Brownplanthopper,Maruteru
2001,46,61,28.9,10.7,92.3,40,0,2,9.4,3,Whitebackedplanthopper,Ludhiana
2001,41,12,31.8,23,87.6,69.6,0,3.2,6.7,3.4,LeafFolder,Maruteru
2009,9,20,31.6,23,94.4,42.4,0,5.6,8.3,3.1,Whitebackedplanthopper,Maruteru
2004,2,0,18.2,6.9,71.4,49,0,5.1,7.8,2,NeckBlast,Palampur
1998,42,0,33.6,18,87.7,36.7,0,2.6,7.9,4,Yellowstemborer,Ludhiana
1996,26,0,37.7,26.8,66.1,33.1,7,10.5,4.5,9.7,Greenleafhopper,Raipur
2004,1,4,25.4,18.4,93.1,82.3,0,5.1,7.1,2.5,Greenleafhopper,Maruteru
2000,7,0,28.7,15.5,77.7,48.1,14.2,4.5,5.9,3.9,Greenleafhopper,Raipur
2008,6,0,24.5,16.6,87.7,62.3,10,3.7,2.3,2.1,Greenleafhopper,Raipur
1984,2,0,27.4,14.7,92.3,49.1,0,5.6,7.9,3.5,Yellowstemborer,Rajendranagar
2007,18,0,39.3,25.4,73,32,31,5.6,9,8.9,Caseworm,Rajendranagar
2006,16,6669,32.7,22.8,85.1,64,42,2.7,7.6,4.8,Yellowstemborer,Maruteru
1998,30,1,32.2,23.2,91.6,73.7,118.8,4.1,5.9,5,Gallmidge,Rajendranagar
2007,28,2,30.2,24.8,92,78.7,74.6,10.6,2.5,3.5,Yellowstemborer,Raipur
2001,36,21271,32.1,24.6,85.6,71.6,0,6.7,5.4,4,Greenleafhopper,Maruteru
2007,23,0,35.7,25.4,79.9,53.9,14.2,9.1,5.8,7.5,Greenleafhopper,Rajendranagar
2008,23,11,36.5,25.9,82.3,57.4,6.4,8.7,6.6,6.8,Whitebackedplanthopper,Ludhiana
1995,22,0,35.3,25.2,96.9,55,0,1.6,7.5,41.7,Gallmidge,Maruteru
1996,47,0,26.4,21.7,84.6,72,39.2,1.6,4.5,18.8,Brownplanthopper,Maruteru
2011,35,2,27.2,23.6,83.9,69.1,59.4,0,0.9,0,Caseworm,Maruteru
2008,24,1368,30.6,24,85.7,73.3,67,5.1,0.4,4.8,Yellowstemborer,Maruteru
2001,39,0,29.1,15.8,63.4,63,0,4.4,9.9,4.4,LeafBlast,Palampur
1987,5,15,29.9,12.7,72.6,34.7,0,3.9,10.9,4.6,Yellowstemborer,Rajendranagar
2000,46,80,29.8,19,80.8,59.5,0,3,6.5,3.4,Whitebackedplanthopper,Maruteru
1996,41,0,29.9,23.4,92.9,72,105.8,1.6,3.6,17.3,Yellowstemborer,Maruteru
2011,34,0,28.7,23.4,90,71.6,109.6,0,1.1,0,Whitebackedplanthopper,Maruteru
2008,34,0,30.2,23.1,88.7,63.9,157.3,3.4,5.1,5.9,LeafFolder,Rajendranagar
2000,22,0,41.8,27.7,55.6,27.6,0,10.2,9.1,13.9,LeafFolder,Raipur
2011,13,0,36.2,17.9,65.3,28,0,0,0,0,Gallmidge,Rajendranagar
1994,1,0,18,7.8,40.9,25.7,0,5.5,6.9,2.4,LeafBlast,Palampur
2011,10,0,24.8,9.8,95.6,54.6,0,0,10.1,0,Brownplanthopper,Ludhiana
2010,19,517,35.5,26.6,89.6,42.9,0,3,9.2,4.8,Brownplanthopper,Maruteru
2009,32,12,33.1,27.9,86.1,61.7,5.4,1.8,7.4,3.5,Gallmidge,Maruteru
2008,51,0,30.4,11.4,87.9,28.1,0,2.2,8.6,3.5,Gallmidge,Raipur
2002,20,0,38.1,26.5,71.9,44,7.5,2.9,6.7,8.1,Caseworm,Maruteru
2002,31,306,31.2,24.3,91.3,75.9,63.6,6.3,4,3.8,Whitebackedplanthopper,Maruteru
2000,28,0,29.9,24.3,92.7,78.9,71.7,9.5,1.2,3,LeafFolder,Raipur
1997,46,0,30.8,19.1,93.4,54.6,0,1.2,6.1,2.9,Yellowstemborer,Raipur
